ID,event_timestamp,transaction_timestamp,event,ticket_price,ticket_category,buyer_wallet_address,seller_wallet_address,organizer_wallet_address
6f651089-2505-49eb-a072-152d5964a99c,2025-02-03 23:06:32,2025-01-07 09:40:20,Festival B,204.95,Balcony,0xba817e1d8e1dcb2ee0b67647e4c6d5375abf16e4,0xb602999de3795567ad031e8145556322b19bafd8,0xb602999de3795567ad031e8145556322b19bafd8
d83a0e72-07c2-45df-8e7f-987d3fbf2f58,2025-01-25 13:29:03,2025-01-07 10:40:43,Sports Event A,164.69,Balcony,0x90ca5560aba0b8fff64a6bd44d37afec0fa85b4e,0xe2c7ed9ca0517511a719c2ca6df7cd42bea6edb7,0xb602999de3795567ad031e8145556322b19bafd8
d83a0e72-07c2-45df-8e7f-987d3fbf2f58,2025-01-25 13:29:03,2025-01-07 10:41:04,Sports Event A,429.68,Standing,0x057f341f4df8362038f7214fa296d9d70c4ef4bf,0x721904755a67a5c7f151560ef08088d32fe3f3d1,0xb602999de3795567ad031e8145556322b19bafd8
79945a8f-ddf3-430d-b690-64243718f283,2025-02-01 18:17:10,2025-01-07 15:44:02,Theater A,444.1,Economy,0x84f3235020b3bae73e3c628e2e47388667b18fe0,0xb602999de3795567ad031e8145556322b19bafd8,0xb602999de3795567ad031e8145556322b19bafd8
c1c59c10-b62e-44ff-9ba8-3b271ebea76a,2025-01-09 00:25:39,2025-01-07 23:03:41,Concert A,405.41,Balcony,0x8adc692219bd7a5dfd612cc9786bd3e18d96293b,0xb602999de3795567ad031e8145556322b19bafd8,0xb602999de3795567ad031e8145556322b19bafd8
2b77b58f-377f-4438-a39f-05b6709bf4e2,2025-02-02 00:32:52,2025-01-08 02:10:15,Festival A,241.98,Balcony,0xc242e8f94ffa3b707e1aca00feaa7b640adbd28d,0xb602999de3795567ad031e8145556322b19bafd8,0xb602999de3795567ad031e8145556322b19bafd8
a47173f1-769a-4594-8aea-6685e6a1df03,2025-02-05 15:52:15,2025-01-09 02:04:17,Theater A,319.05,Standing,0xa93a5c84bee292123711d1bd0756e4de76190959,0xb602999de3795567ad031e8145556322b19bafd8,0xb602999de3795567ad031e8145556322b19bafd8
3404293b-93ae-48b4-a8af-385019af0c63,2025-02-02 14:44:40,2025-01-09 05:02:11,Festival A,499.15,Economy,0x4f210cdf461617d34207711e3ab75eeb8de9346c,0xb602999de3795567ad031e8145556322b19bafd8,0xb602999de3795567ad031e8145556322b19bafd8
a455a005-3a91-4b06-8a22-20233266b401,2025-01-22 05:04:38,2025-01-09 09:50:12,Sports Event B,275.96,General,0xd76cdf54f7d3bb8273c0e28da16ffa727e67e706,0xb602999de3795567ad031e8145556322b19bafd8,0xb602999de3795567ad031e8145556322b19bafd8
09577210-ce5d-415e-8a80-4104a8f24080,2025-01-20 02:37:34,2025-01-10 08:05:46,Sports Event B,199.48,Balcony,0xfa8755ec90272d67a8d64ef40a59c0890a32dff4,0xb602999de3795567ad031e8145556322b19bafd8,0xb602999de3795567ad031e8145556322b19bafd8
0d70b54c-2672-45ba-b6ee-f65487c75c80,2025-02-08 17:08:49,2025-01-10 13:08:25,Concert B,157.17,General,0xbffd305c76fdd623d915224b5a67fe5398521fb6,0xb602999de3795567ad031e8145556322b19bafd8,0xb602999de3795567ad031e8145556322b19bafd8
d5b9d44f-e86e-4f4b-85e7-ecf9f21a9b41,2025-02-01 20:51:57,2025-01-10 22:34:15,Concert B,196.52,General,0xbf99bfd07713e883e4ae1de5fa2889e77ad8f851,0xb602999de3795567ad031e8145556322b19bafd8,0xb602999de3795567ad031e8145556322b19bafd8
745b615c-1dd6-405c-8dd5-6c37688058f7,2025-02-04 06:12:08,2025-01-11 23:52:44,Sports Event A,131.48,Economy,0x35aefadad68bcc79b9b3e9624bceb01e98a93971,0xb602999de3795567ad031e8145556322b19bafd8,0xb602999de3795567ad031e8145556322b19bafd8
29144974-06d4-47f0-857e-567c0b94f0b3,2025-02-09 05:39:50,2025-01-12 04:41:23,Theater B,370.91,VIP,0x34cce126796e87d066764df0f57006ce04f61210,0xb602999de3795567ad031e8145556322b19bafd8,0xb602999de3795567ad031e8145556322b19bafd8
bdd1632a-408a-4c10-9718-99062bb9ffde,2025-02-11 07:04:05,2025-01-12 16:37:39,Theater A,365.43,General,0xdabc0c0553026acb7e9efd5f361c5ca76d38d737,0xb602999de3795567ad031e8145556322b19bafd8,0xb602999de3795567ad031e8145556322b19bafd8
e099d296-809f-486c-8447-a26d8a85fae5,2025-02-01 16:34:50,2025-01-12 19:27:13,Theater B,336.49,Standing,0x4f881ec831cba0f5510ccb523d73e701036efb57,0xb602999de3795567ad031e8145556322b19bafd8,0xb602999de3795567ad031e8145556322b19bafd8
d2eb7d52-d38e-4087-951c-5981d5d74d91,2025-02-11 16:23:21,2025-01-12 21:40:50,Festival A,118.55,General,0x5b7caae708e929920db135ae6e7364330d7a93c6,0xb602999de3795567ad031e8145556322b19bafd8,0xb602999de3795567ad031e8145556322b19bafd8
e9ddbe2d-6f63-4e86-9ed3-29683479b088,2025-02-05 15:12:39,2025-01-13 03:22:31,Sports Event B,386.12,General,0x8562f8e9585e05c3d7082995a861815a2a98acd0,0xb602999de3795567ad031e8145556322b19bafd8,0xb602999de3795567ad031e8145556322b19bafd8
656aeb50-1933-4616-aac2-df86f5cb065d,2025-02-09 21:52:25,2025-01-13 06:50:37,Concert B,308.54,General,0x954409b663e42a7a691fa3994f1f18143c767d7e,0xb602999de3795567ad031e8145556322b19bafd8,0xb602999de3795567ad031e8145556322b19bafd8
53b91bb0-7e0b-4534-9482-435846e80c9c,2025-02-12 01:36:28,2025-01-13 21:00:12,Concert B,137.89,General,0x5499663844aeddaec671e85c09cc08b30e05d055,0xb602999de3795567ad031e8145556322b19bafd8,0xb602999de3795567ad031e8145556322b19bafd8
8e23b294-b550-47a1-a971-50c0ffb4b135,2025-01-22 14:39:03,2025-01-14 03:48:37,Concert B,164.6,Standing,0x649801f05fc7943d86607986ed1ef7012deffa90,0xb602999de3795567ad031e8145556322b19bafd8,0xb602999de3795567ad031e8145556322b19bafd8
490b2c4c-688b-4fd7-80bd-8ca28c67b3fe,2025-02-11 10:23:54,2025-01-14 04:23:12,Concert A,251.71,VIP,0xeb7cde4b8245a1850a959d697476ac9e444e9afa,0xb602999de3795567ad031e8145556322b19bafd8,0xb602999de3795567ad031e8145556322b19bafd8
2882102e-dcbe-4847-a523-23ababe4b49a,2025-01-26 10:12:45,2025-01-15 14:48:17,Festival B,464.11,Economy,0xabf9644ce3868241ff4fd704ad9101e54adceed3,0xb602999de3795567ad031e8145556322b19bafd8,0xb602999de3795567ad031e8145556322b19bafd8
8439caf0-6522-4520-a338-6d52060f0ce7,2025-01-27 14:09:34,2025-01-15 18:27:25,Sports Event A,277.21,Economy,0x05628034fdd3bcd0de93f7be565493765d932c56,0xb602999de3795567ad031e8145556322b19bafd8,0xb602999de3795567ad031e8145556322b19bafd8
5077f21f-0f03-49af-8ccf-a38faa3fe0b1,2025-02-04 21:50:00,2025-01-16 02:54:25,Concert B,69.06,Economy,0x187b5ece56f50804414bd435ab8533950b2556ee,0xb602999de3795567ad031e8145556322b19bafd8,0xb602999de3795567ad031e8145556322b19bafd8
698c6b52-0478-421e-95fc-cfc00982d92e,2025-02-14 09:08:11,2025-01-16 02:59:27,Concert B,213.13,Balcony,0xdaa0d95bb9825157a39cb5598472191323134a0d,0xb602999de3795567ad031e8145556322b19bafd8,0xb602999de3795567ad031e8145556322b19bafd8
7b01b1fa-45fc-45aa-992e-a9c88f83bf61,2025-02-02 10:10:30,2025-01-16 06:59:15,Theater B,405.31,Economy,0x8deae363aa2aef32ecbe5edd458355164d15f71c,0xb602999de3795567ad031e8145556322b19bafd8,0xb602999de3795567ad031e8145556322b19bafd8
c78d8cd9-87ad-4140-b676-879eaccfcba6,2025-02-09 18:33:57,2025-01-16 14:44:12,Concert B,229.65,Premium,0xb4516e7da0852313c6f60b625ddad2716c59be84,0x4c9fbebfcf485b1089a649325324d8b41e490d10,0xb602999de3795567ad031e8145556322b19bafd8
c78d8cd9-87ad-4140-b676-879eaccfcba6,2025-02-09 18:33:57,2025-01-16 14:44:55,Concert B,152.61,General,0xf5b549e0c9c356f1f12cd4db3c51f3f089fc2ff4,0x57c1a5c36b6ec4edd4fc9daacd32ba8d0009ce9b,0xb602999de3795567ad031e8145556322b19bafd8
b2339b3d-ab58-42c4-8c2a-bfbfc9368352,2025-02-15 02:31:59,2025-01-16 17:05:36,Festival B,431.23,VIP,0xac276f2acbe2514902fd308130c8efbf2311c8ca,0xb602999de3795567ad031e8145556322b19bafd8,0xb602999de3795567ad031e8145556322b19bafd8
088f6741-edec-410d-a318-e8359ee85c54,2025-02-05 02:40:03,2025-01-17 05:46:33,Theater B,246.81,Premium,0x8609f9a1fe59ca17162da2925176d67c90f36e6a,0xb602999de3795567ad031e8145556322b19bafd8,0xb602999de3795567ad031e8145556322b19bafd8
559921cc-8cf0-475f-9dc8-4bf757d6f62c,2025-01-23 03:55:50,2025-01-17 19:08:43,Theater A,441.9,General,0x3b013ebfc1673be1a26a547da96ff4d350b04e65,0xb602999de3795567ad031e8145556322b19bafd8,0xb602999de3795567ad031e8145556322b19bafd8
aabd5b41-b773-4457-aebb-0dc3148868f0,2025-01-22 14:50:33,2025-01-18 10:33:36,Theater B,238.16,General,0xe1a44d1b52dd4cb66d047930e9abeb604ea57ca9,0xb602999de3795567ad031e8145556322b19bafd8,0xb602999de3795567ad031e8145556322b19bafd8
42683f39-080f-4e70-adb4-191446efad80,2025-01-22 00:33:41,2025-01-18 10:53:48,Sports Event A,134.56,Economy,0x9ee120e86a60441151a1c098763429d1a4ec4b01,0xb602999de3795567ad031e8145556322b19bafd8,0xb602999de3795567ad031e8145556322b19bafd8
27e4a75c-16cf-4875-93f5-c21fd954178a,2025-02-02 06:58:13,2025-01-18 14:34:51,Concert B,68.59,Standing,0x425681904093a1d0bcb97b09ecaee188e59835f5,0xb602999de3795567ad031e8145556322b19bafd8,0xb602999de3795567ad031e8145556322b19bafd8
ad4f246b-91a6-4437-ba7c-62b12913dfa1,2025-02-07 04:04:19,2025-01-19 17:18:44,Theater A,63.49,Standing,0x9e47c5b19e001fbc195902755374462accf3ea09,0xb602999de3795567ad031e8145556322b19bafd8,0xb602999de3795567ad031e8145556322b19bafd8
bd4b060a-0f66-42b5-8bbd-46196f871ee9,2025-02-09 00:23:47,2025-01-20 02:19:18,Sports Event A,340.95,Premium,0x21aca447dc4fd460d0d5e1178ec55150d1f6295d,0xb602999de3795567ad031e8145556322b19bafd8,0xb602999de3795567ad031e8145556322b19bafd8
a4354f24-7f6d-4b00-9b28-4b84d4e5b0cd,2025-02-12 05:38:07,2025-01-20 03:36:11,Concert A,290.7,VIP,0x12020218189217cdf9c9e1f95918bb6017edddfc,0xb602999de3795567ad031e8145556322b19bafd8,0xb602999de3795567ad031e8145556322b19bafd8
158242ea-ba32-41d3-b2f6-378f6d4a633f,2025-02-03 09:58:37,2025-01-20 06:27:56,Concert A,118.8,VIP,0x2f9779b5f6a08708483daee302a9b5e64008156a,0xb602999de3795567ad031e8145556322b19bafd8,0xb602999de3795567ad031e8145556322b19bafd8
f1073b6f-ed0d-4f41-a5f8-74c1953f16e7,2025-02-09 12:19:05,2025-01-20 18:40:11,Sports Event B,281.48,General,0xf82b55e440bce9f283615fecb658df472d32d149,0xb602999de3795567ad031e8145556322b19bafd8,0xb602999de3795567ad031e8145556322b19bafd8
759ada92-fe8f-4af5-9b64-7cc65856389e,2025-02-06 14:11:33,2025-01-21 04:38:18,Concert A,372.88,Balcony,0x95a00a2fab859534a4f66b7f3ae83e689d4d0b96,0xb602999de3795567ad031e8145556322b19bafd8,0xb602999de3795567ad031e8145556322b19bafd8
90c91854-a74a-4c30-ac99-df4346175d3b,2025-02-11 23:24:32,2025-01-22 12:53:11,Concert B,268.15,Premium,0xf7159796625f14a402eb49d8993cbc2cefb38001,0xb602999de3795567ad031e8145556322b19bafd8,0xb602999de3795567ad031e8145556322b19bafd8
